year,symbol,gain_pct,low_date,high_date,low_price,high_price,avg_vol_b
2026,UAMY,131.08,2026-01-02,2026-01-26,5.18,11.97,1.76
2026,UCTT,182.33,2026-01-02,2026-02-25,26.14,73.8,1.01
2026,UEC,70.92,2026-01-02,2026-01-22,11.9,20.34,2.45
2026,UMC,64.78,2026-01-05,2026-01-27,7.695,12.68,1.62
2026,UNG,71.11,2026-01-15,2026-01-30,9.95,17.025,3.81
2026,USAR,163.52,2026-01-02,2026-01-26,12.17,32.07,6.7
2026,UUUU,90.31,2026-01-02,2026-01-28,14.66,27.9,4.56
2026,VAL,105.62,2026-01-02,2026-02-23,49.7,102.195,1.96
2026,VIAV,109.78,2026-01-08,2026-03-02,16.975,35.61,1.78
2026,VICR,90.34,2026-01-02,2026-03-02,110.08,209.53,1.52
2026,VNET,65.3,2026-01-02,2026-02-17,8.76,14.48,1.08
2026,VRT,66.82,2026-01-08,2026-02-25,158.77,264.86,16.76
2026,WDC,75.38,2026-01-02,2026-02-18,176.7001,309.8999,35.7
2026,XPO,60.9,2026-01-02,2026-03-02,135.1414,217.44,4.68
